,card_name,card_type,release,usd_price,cmc,color_identity,rarity
11181,Ruination Guide,Creature — Eldrazi Drone,2015-10-02,0.18,3.0,['U'],uncommon
11182,Ruination Rioter,Creature — Human Berserker,2019-06-14,0.03,2.0,"['G', 'R']",uncommon
11183,Ruination Wurm,Creature — Wurm,2013-02-01,0.02,6.0,"['G', 'R']",common
11184,Ruin Crab,Creature — Crab,2020-09-25,2.21,1.0,['U'],uncommon
11185,Ruin Ghost,Creature — Spirit,2010-02-05,0.28,2.0,['W'],uncommon
11186,Ruin Grinder,Artifact Creature — Construct,2021-04-23,0.53,6.0,['R'],rare
11187,Ruin-Lurker Bat,Creature — Bat,2023-11-17,0.27,1.0,['W'],uncommon
11188,Ruinous Gremlin,Creature — Gremlin,2016-09-30,0.04,1.0,['R'],common
11189,Ruinous Minotaur,Creature — Minotaur Warrior,2009-10-02,0.05,3.0,['R'],common
11190,Ruin Processor,Creature — Eldrazi Processor,2015-10-02,0.06,7.0,[],common
11191,Ruin Raider,Creature — Orc Pirate,2017-09-29,0.25,3.0,['B'],rare
11192,Ruin Rat,Creature — Rat,2017-07-14,0.12,2.0,['B'],common
11193,Ruins Recluse,Creature — Spider,2023-04-21,0.36,2.0,['G'],uncommon
11194,"Rukarumel, Biologist",Legendary Creature — Human Wizard,2023-08-04,,5.0,"['B', 'G', 'R', 'U', 'W']",mythic
11195,Rukh Egg,Creature — Bird Egg,2005-07-29,0.46,4.0,['R'],rare
11196,Rules Lawyer,Artifact Creature — Cyborg Advisor,2017-12-08,0.27,5.0,['W'],rare
11197,"Rulik Mons, Warren Chief",Legendary Creature — Goblin,2022-09-09,0.05,4.0,"['G', 'R']",uncommon
11198,Rumbleweed,Creature — Plant Elemental,2024-04-19,0.30,11.0,['G'],rare
11199,Rumbling Baloth,Creature — Beast,2020-07-17,0.05,4.0,['G'],common
11200,Rumbling Ruin,Creature — Elemental,2019-01-25,0.02,6.0,['R'],uncommon
11201,Rumbling Sentry,Creature — Giant,2020-01-24,0.02,5.0,['W'],common
11202,Rumbling Slum,Creature — Elemental,2009-09-04,0.16,4.0,"['G', 'R']",rare
11203,Rummaging Goblin,Creature — Goblin Rogue,2020-11-20,0.07,3.0,['R'],common
11204,Rummaging Wizard,Creature — Human Wizard,2002-10-07,0.09,4.0,['U'],uncommon
11205,Rumor Gatherer,Creature — Elf Wizard,2022-06-10,0.37,3.0,['W'],uncommon
11206,"Runadi, Behemoth Caller",Legendary Creature — Cat Shaman,2022-12-02,3.42,3.0,['G'],rare
11207,Runaway Carriage,Artifact Creature — Construct,2016-04-08,0.03,4.0,[],uncommon
11208,Runaway Steam-Kin,Creature — Elemental,2018-10-05,0.72,2.0,['R'],rare
11209,Runaway Trash-Bot,Artifact Creature — Construct,2022-02-18,0.03,3.0,[],uncommon
11210,Rundvelt Hordemaster,Creature — Goblin Warrior,2022-09-09,1.64,2.0,['R'],rare
11211,Runebound Wolf,Creature — Wolf,2021-11-19,0.07,2.0,['R'],uncommon
11212,Rune-Brand Juggler,Creature — Human Shaman,2024-02-09,0.03,2.0,"['B', 'R']",uncommon
11213,Rune-Cervin Rider,Creature — Elf Knight,2008-05-02,0.09,4.0,"['G', 'W']",common
11214,Runeclaw Bear,Creature — Bear,2014-07-18,0.13,2.0,['G'],common
11215,Runed Servitor,Artifact Creature — Construct,2020-07-17,0.04,2.0,[],common
11216,Runeforge Champion,Creature — Dwarf Warrior,2021-02-05,0.06,3.0,['W'],rare
11217,Runehorn Hellkite,Creature — Dragon,2016-11-11,0.77,6.0,['R'],rare
11218,Rune-Scarred Demon,Creature — Demon,2024-11-15,1.21,7.0,['B'],rare
11219,Rune-Sealed Wall,Artifact Creature — Wall,2024-11-15,0.32,3.0,['U'],uncommon
11220,"Rune-Tail, Kitsune Ascendant // Rune-Tail's Essence",Legendary Creature — Fox Monk // Legendary Enchantment,2005-06-03,2.96,3.0,['W'],rare
11221,Runewing,Creature — Bird,2012-10-05,0.04,4.0,['U'],common
11222,Runic Armasaur,Creature — Dinosaur,2023-11-17,1.80,3.0,['G'],rare
11223,"Runo Stromkirk // Krothuss, Lord of the Deep",Legendary Creature — Vampire Cleric // Legendary Creature — Kraken Horror,2021-11-19,0.19,3.0,"['B', 'U']",rare
11224,Rural Recruit,Creature — Human Peasant,2021-11-19,0.01,4.0,['G'],common
11225,"Ruric Thar, the Unbowed",Legendary Creature — Ogre Warrior,2022-07-08,0.34,6.0,"['G', 'R']",rare
11226,Rushblade Commander,Creature — Azra Warrior,2018-06-08,0.22,2.0,"['B', 'R']",uncommon
11227,Rushing-Tide Zubera,Creature — Zubera Spirit,2005-06-03,0.15,4.0,['U'],uncommon
11228,Rushwood Dryad,Creature — Dryad,2007-07-13,0.11,2.0,['G'],common
11229,Rushwood Elemental,Creature — Elemental,1999-10-04,0.53,5.0,['G'],rare
11230,Rushwood Herbalist,Creature — Human Spellshaper,1999-10-04,0.12,3.0,['G'],common
11231,Rushwood Legate,Creature — Dryad,1999-10-04,0.24,3.0,['G'],uncommon
11232,"Rusko, Clockmaker",Legendary Creature — Human Artificer,2024-08-02,,4.0,"['B', 'U']",uncommon
11233,Russet Wolves,Creature — Wolf,2012-02-03,0.07,4.0,['R'],common
11234,Rusted Sentinel,Artifact Creature — Golem,2011-07-15,0.05,4.0,[],uncommon
11235,Rusted Slasher,Artifact Creature — Phyrexian Horror,2011-02-04,0.04,4.0,[],common
11236,Rust Elemental,Artifact Creature — Elemental,2003-10-02,2.25,4.0,[],uncommon
11237,Rust Goliath,Artifact Creature — Construct,2022-11-18,0.04,10.0,['G'],common
11238,Rusting Golem,Artifact Creature — Golem,2000-02-14,0.10,4.0,[],uncommon
11239,Rust Monster,Creature — Beast,2021-07-23,0.03,3.0,['R'],uncommon
11240,Rustmouth Ogre,Creature — Ogre,2003-10-02,0.12,6.0,['R'],uncommon
11241,Rustrazor Butcher,Creature — Goblin Warrior,2008-05-02,0.17,2.0,['R'],common
11242,Rust Scarab,Creature — Insect,2013-02-01,0.12,5.0,['G'],uncommon
11243,Rust-Shield Rampager,Creature — Raccoon Warrior,2024-08-02,0.02,4.0,['G'],common
11244,Rustspore Ram,Artifact Creature — Sheep,2003-10-02,0.13,4.0,[],uncommon
11245,Rust Tick,Artifact Creature — Insect,2010-10-01,0.11,3.0,[],uncommon
11246,Rustvine Cultivator,Creature — Phyrexian Elf Druid,2023-02-03,0.04,1.0,['G'],common
11247,Rustwing Falcon,Creature — Bird,2018-07-13,0.03,1.0,['W'],common
11248,Ruthless Cullblade,Creature — Vampire Warrior,2010-02-05,0.09,2.0,['B'],common
11249,Ruthless Deathfang,Creature — Dragon,2021-09-24,0.09,6.0,"['B', 'U']",uncommon
11250,Ruthless Knave,Creature — Orc Pirate,2017-09-29,0.36,3.0,['B'],uncommon
11251,Ruthless Lawbringer,Creature — Vampire Assassin,2024-04-19,0.16,3.0,"['B', 'W']",uncommon
11252,Ruthless Radrat,Creature — Rat Mutant,2024-03-08,0.14,3.0,['B'],uncommon
11253,Ruthless Ripper,Creature — Human Assassin,2018-03-16,0.16,1.0,['B'],common
11254,Ruthless Sniper,Creature — Human Archer,2017-04-28,0.09,1.0,['B'],uncommon
11255,Ruthless Technomancer,Creature — Human Wizard,2022-02-18,2.14,4.0,['B'],rare
11256,Ruthless Winnower,Creature — Elf Rogue,2021-02-05,1.02,5.0,['B'],rare
11257,"Ruxa, Patient Professor",Legendary Creature — Bear Druid,2021-04-23,2.43,4.0,['G'],rare
11258,Ryan Sinclair,Legendary Creature — Human,2023-10-13,0.11,3.0,['R'],rare
11259,Rysorian Badger,Creature — Badger,1995-10-01,0.82,3.0,['G'],rare
11260,"Ryusei, the Falling Star",Legendary Creature — Dragon Spirit,2022-06-10,0.84,6.0,['R'],rare
11261,Saber Ants,Creature — Insect,1999-10-04,0.32,4.0,['G'],uncommon
11262,Saberclaw Golem,Artifact Creature — Golem,2010-10-01,0.01,5.0,['R'],common
11263,Sabertooth Alley Cat,Creature — Cat,2005-10-07,0.12,3.0,['R'],common
11264,Sabertooth Cobra,Creature — Snake,1996-10-08,0.18,3.0,['G'],common
11265,Sabertooth Mauler,Creature — Cat,2020-07-03,0.03,4.0,['G'],common
11266,Sabertooth Nishoba,Creature — Cat Beast Warrior,2000-10-02,0.26,6.0,"['G', 'W']",rare
11267,Sabertooth Outrider,Creature — Human Warrior,2015-03-27,0.03,4.0,['R'],common
11268,Sabertooth Wyvern,Creature — Drake,1998-06-15,0.14,5.0,['R'],uncommon
11269,Sabretooth Tiger,Creature — Cat,2003-07-28,0.13,3.0,['R'],common
11270,Sacellum Archers,Creature — Elf Archer,2009-02-06,0.10,3.0,"['G', 'R', 'W']",uncommon
11271,Sacellum Godspeaker,Creature — Elf Druid,2008-10-03,0.23,3.0,['G'],rare
11272,"Sachi, Daughter of Seshiro",Legendary Creature — Snake Shaman,2004-10-01,0.68,4.0,['G'],uncommon
11273,Sacred Cat,Creature — Cat,2017-04-28,0.35,1.0,['W'],common
11274,Sacred Guide,Creature — Human Cleric,1997-10-14,0.53,1.0,['W'],rare
11275,Sacred Knight,Creature — Human Knight,1997-05-01,0.47,4.0,['W'],common
11276,Sacred Prey,Creature — Horse,1999-10-04,0.12,1.0,['G'],common
11277,Sacred White Deer,Creature — Elk,2018-06-22,0.12,2.0,['G'],uncommon
11278,Sacred Wolf,Creature — Wolf,2011-07-15,0.08,3.0,['G'],common
11279,Saddleback Lagac,Creature — Lizard,2018-06-08,0.02,4.0,['G'],common
11280,Saddled Rimestag,Snow Creature — Elk,2019-06-14,0.03,2.0,['G'],uncommon
11281,Sadistic Augermage,Creature — Human Wizard,2014-03-14,0.02,3.0,['B'],common
11282,Sadistic Hypnotist,Creature — Human Minion,2012-09-07,0.90,5.0,['B'],uncommon
11283,Sadistic Skymarcher,Creature — Vampire Soldier,2018-01-19,0.08,3.0,['B'],uncommon
11284,"Safana, Calimport Cutthroat",Legendary Creature — Human Rogue,2022-06-10,0.05,3.0,['B'],uncommon
11285,Safehold Duo,Creature — Elf Warrior Shaman,2008-05-02,0.15,4.0,"['G', 'W']",common
11286,Safehold Elite,Creature — Elf Scout,2018-12-07,0.11,2.0,"['G', 'W']",common
11287,Safehold Sentry,Creature — Elf Warrior,2008-05-02,0.05,2.0,['W'],common
11288,Saffi Eriksdotter,Legendary Creature — Human Scout,2021-03-19,1.01,2.0,"['G', 'W']",rare
11289,Sage Aven,Creature — Bird Wizard,2005-07-29,0.08,4.0,['U'],common
11290,Sage-Eye Avengers,Creature — Djinn Monk,2017-03-31,0.14,6.0,['U'],rare
11291,Sage-Eye Harrier,Creature — Bird Warrior,2014-09-26,0.03,5.0,['W'],common
11292,Sage of Ancient Lore // Werewolf of Ancient Hunger,Creature — Human Shaman Werewolf // Creature — Werewolf,2016-04-08,0.40,5.0,['G'],rare
11293,Sage of Days,Creature — Human Wizard,2023-11-17,0.03,3.0,['U'],common
11294,Sage of Epityr,Creature — Human Wizard,2006-10-06,0.22,1.0,['U'],common
11295,Sage of Fables,Creature — Merfolk Wizard,2023-11-17,0.08,3.0,['U'],uncommon
11296,Sage of Hours,Creature — Human Wizard,2014-05-02,3.28,2.0,['U'],mythic
11297,Sage of Lat-Nam,Creature — Human Artificer,2018-04-27,0.05,2.0,['U'],uncommon
11298,Sage of Mysteries,Creature — Human Wizard,2020-01-24,0.06,1.0,['U'],uncommon
11299,Sage of Shaila's Claim,Creature — Elf Druid,2016-09-30,0.02,2.0,['G'],common
11300,Sage of the Beyond,Creature — Spirit Giant,2024-04-19,0.16,7.0,['U'],rare
11301,Sage of the Falls,Creature — Merfolk Wizard,2019-10-04,0.07,5.0,['U'],uncommon
11302,Sage of the Inward Eye,Creature — Djinn Wizard,2014-09-26,0.14,5.0,"['R', 'U', 'W']",rare
11303,Sage of the Maze,Creature — Elf Wizard,2024-06-14,0.25,3.0,['G'],rare
11304,Sage of the Unknowable,Creature — Human Wizard,2024-06-14,0.05,2.0,['U'],common
11305,Sage Owl,Creature — Bird,2009-07-17,0.07,2.0,['U'],common
11306,Sages of the Anima,Creature — Elf Wizard,2009-04-30,0.26,5.0,"['G', 'U']",rare
11307,Sage's Row Denizen,Creature — Vedalken Wizard,2019-07-12,0.03,3.0,['U'],common
11308,Sage's Row Savant,Creature — Vedalken Wizard,2024-02-23,0.05,2.0,['U'],common
11309,Sagu Archer,Creature — Snake Archer,2014-09-26,0.03,5.0,['G'],common
11310,Sagu Mauler,Creature — Beast,2019-08-23,0.12,6.0,"['G', 'U']",rare
11311,Saheeli's Lattice // Mastercraft Raptor,Artifact // Artifact Creature — Dinosaur,2023-11-17,0.03,2.0,['R'],uncommon
11312,Saheeli's Silverwing,Artifact Creature — Drake,2019-05-03,0.03,4.0,[],common
11313,"Saheeli, the Sun's Brilliance",Legendary Creature — Human Artificer,2023-11-17,0.75,2.0,"['R', 'U']",mythic
11314,Saiba Cryptomancer,Creature — Moonfolk Ninja,2023-04-21,0.11,2.0,['U'],common
11315,Saiba Trespassers,Artifact Creature — Moonfolk Rogue,2022-02-18,0.04,5.0,['U'],common
11316,Sailmonger,Creature — Human Monger,1999-10-04,0.27,4.0,['U'],uncommon
11317,Sailor of Means,Creature — Human Pirate,2020-11-20,0.02,3.0,['U'],common
11318,Sailors' Bane,Creature — Dragon Turtle,2022-06-10,0.12,9.0,['U'],uncommon
11319,"Sai, Master Thopterist",Legendary Creature — Human Artificer,2023-08-04,0.78,3.0,['U'],rare
11320,Saint Traft and Rem Karolus,Legendary Creature — Spirit Human,2023-04-21,0.16,3.0,"['R', 'U', 'W']",mythic
11321,Sakashima of a Thousand Faces,Legendary Creature — Human Rogue,2020-11-20,26.87,4.0,['U'],mythic
11322,Sakashima's Protege,Creature — Shapeshifter,2020-11-20,0.28,6.0,['U'],rare
11323,Sakashima's Student,Creature — Human Ninja,2016-11-25,24.11,4.0,['U'],rare
11324,Sakashima the Impostor,Legendary Creature — Human Rogue,2005-06-03,8.71,4.0,['U'],rare
11325,"Sakiko, Mother of Summer",Legendary Creature — Snake Shaman,2023-08-04,0.25,6.0,['G'],rare
11326,Sakura-Tribe Elder,Creature — Snake Shaman,2024-09-27,0.37,2.0,['G'],common
11327,Sakura-Tribe Scout,Creature — Snake Shaman Scout,2005-06-03,2.54,1.0,['G'],common
11328,Sakura-Tribe Springcaller,Creature — Snake Shaman,2005-02-04,0.15,4.0,['G'],common
11329,Salivating Gremlins,Creature — Gremlin,2020-08-07,0.03,3.0,['R'],common
11330,Sally Sparrow,Legendary Creature — Human Detective,2023-10-13,0.09,4.0,"['U', 'W']",rare
11331,Saltfield Recluse,Creature — Human Rebel Cleric,2021-03-19,0.02,3.0,['W'],uncommon
11332,Salt Road Ambushers,Creature — Dog Warrior,2024-02-09,0.05,4.0,['G'],uncommon
11333,Salt Road Patrol,Creature — Human Scout,2014-09-26,0.04,4.0,['W'],common
11334,Salt Road Quartermasters,Creature — Human Soldier,2015-03-27,0.03,3.0,['G'],uncommon
11335,Saltskitter,Creature — Wurm,2007-05-04,0.21,4.0,['W'],common
11336,Saltwater Stalwart,Creature — Merfolk Warrior,2018-06-08,0.04,4.0,['U'],common
11337,Salvaged Manaworker,Artifact Creature — Construct,2022-09-09,0.04,2.0,[],common
11338,Salvage Drone,Creature — Eldrazi Drone,2015-10-02,0.06,1.0,['U'],common
11339,Salvager of Ruin,Artifact Creature — Construct,2019-07-12,0.07,3.0,[],uncommon
11340,Salvager of Secrets,Creature — Merfolk Wizard,2019-11-15,0.15,5.0,['U'],common
11341,Salvage Scout,Creature — Human Scout,2010-10-01,0.11,1.0,['W'],common
11342,Salvage Scuttler,Creature — Crab,2017-01-20,0.04,5.0,['U'],uncommon
11343,Salvage Slasher,Artifact Creature — Human Rogue,2009-02-06,0.06,2.0,['B'],common
11344,Salvage Titan,Artifact Creature — Golem,2020-08-07,0.21,6.0,['B'],rare
11345,Salvation Colossus,Artifact Creature — Construct,2024-06-14,0.37,8.0,['W'],rare
11346,Salvation Swan,Creature — Bird Cleric,2024-08-02,0.16,4.0,['W'],rare
11347,Samite Alchemist,Creature — Human Cleric,1995-10-01,0.09,4.0,['W'],common
11348,Samite Archer,Creature — Human Cleric Archer,2000-10-02,0.20,3.0,"['U', 'W']",uncommon
11349,Samite Censer-Bearer,Creature — Human Rebel Cleric,2007-05-04,0.10,1.0,['W'],common
11350,Samite Elder,Creature — Human Cleric,2001-02-05,0.49,3.0,['W'],rare
11351,Samite Healer,Creature — Human Cleric,2007-07-13,0.02,2.0,['W'],common
11352,Samite Herbalist,Creature — Human Cleric,2022-09-09,0.02,2.0,['W'],common
11353,Samite Pilgrim,Creature — Human Cleric,2001-02-05,0.08,2.0,['W'],common
11354,"Sam, Loyal Attendant",Legendary Creature — Halfling Peasant,2023-06-23,0.41,3.0,"['G', 'W']",mythic
11355,Sample Collector,Creature — Troll Detective,2024-02-09,0.03,3.0,['G'],uncommon
11356,Samurai Enforcers,Creature — Human Samurai,2004-10-01,0.20,6.0,['W'],uncommon
11357,Samurai of the Pale Curtain,Creature — Fox Samurai,2004-10-01,0.78,2.0,['W'],uncommon
11358,"Samut, Vizier of Naktamun",Legendary Creature — Human Warrior Cleric,2023-05-12,1.54,3.0,"['G', 'R']",mythic
11359,"Samut, Voice of Dissent",Legendary Creature — Human Warrior,2017-04-28,1.69,5.0,"['G', 'R', 'W']",mythic
11360,Samwise Gamgee,Legendary Creature — Halfling Peasant,2023-06-23,1.44,2.0,"['G', 'W']",rare
11361,Samwise the Stouthearted,Legendary Creature — Halfling Peasant,2023-06-23,0.13,2.0,['W'],uncommon
11362,Sanctifier en-Vec,Creature — Human Cleric,2021-06-18,0.31,2.0,['W'],rare
11363,Sanctifier of Souls,Creature — Human Cleric,2016-07-22,0.08,4.0,['W'],rare
11364,Sanctuary Cat,Creature — Cat,2012-02-03,0.11,1.0,['W'],common
11365,Sanctuary Raptor,Artifact Creature — Bird,2021-06-18,0.02,3.0,[],uncommon
11366,Sanctuary Smasher,Creature — Rhino Beast,2020-04-24,0.02,6.0,['R'],uncommon
11367,Sanctuary Wall,Artifact Creature — Wall,2024-02-09,0.04,2.0,['W'],uncommon
11368,Sanctuary Warden,Creature — Angel Soldier,2022-04-29,0.80,6.0,['W'],mythic
11369,Sanctum Custodian,Creature — Human Cleric,1998-10-12,0.12,3.0,['W'],common
11370,Sanctum Gargoyle,Artifact Creature — Gargoyle,2021-04-23,0.03,4.0,['W'],common
11371,Sanctum Guardian,Creature — Human Cleric,2005-07-29,0.10,3.0,['W'],uncommon
11372,Sanctum Plowbeast,Artifact Creature — Beast,2009-04-30,0.09,6.0,"['U', 'W']",common
11373,Sanctum Prelate,Creature — Human Cleric,2016-08-26,1.60,3.0,['W'],mythic
11374,Sanctum Seeker,Creature — Vampire Knight,2023-11-17,0.18,4.0,['B'],rare
11375,Sanctum Spirit,Creature — Spirit,2020-08-07,0.03,4.0,['W'],common
11376,Sanctum Weaver,Enchantment Creature — Dryad,2023-08-04,1.82,2.0,['G'],rare
11377,Sandbar Crocodile,Creature — Crocodile,1996-10-08,0.14,5.0,['U'],common
11378,Sandbar Merfolk,Creature — Merfolk,1998-10-12,0.21,1.0,['U'],common
11379,Sandbar Serpent,Creature — Serpent,1998-10-12,0.25,5.0,['U'],uncommon
11380,Sandcrafter Mage,Creature — Human Wizard,2015-03-27,0.03,3.0,['W'],common
11381,Sand Golem,Artifact Creature — Golem,1996-10-08,0.23,5.0,[],uncommon
11382,Sand Scout,Creature — Human Scout,2024-04-19,0.18,2.0,['W'],rare
11383,Sandsower,Creature — Spirit,2013-06-07,0.09,4.0,['W'],uncommon
11384,Sand Squid,Creature — Squid Beast,1999-10-04,0.35,4.0,['U'],rare
11385,Sandstalker Moloch,Creature — Lizard,2023-04-21,0.02,3.0,['G'],uncommon
11386,Sandsteppe Mastodon,Creature — Elephant,2015-01-23,0.15,7.0,['G'],rare
11387,Sandsteppe Outcast,Creature — Human Warrior,2015-01-23,0.03,3.0,['W'],common
11388,Sandsteppe Scavenger,Creature — Dog Scout,2015-03-27,0.03,5.0,['G'],common
11389,Sandsteppe War Riders,Creature — Human Warrior,2023-04-21,0.08,4.0,['G'],rare
11390,Sandstone Oracle,Artifact Creature — Sphinx,2023-08-04,0.14,7.0,[],uncommon
11391,Sandstone Warrior,Creature — Human Soldier Warrior,2005-07-29,0.05,4.0,['R'],common
11392,Sandstorm Charger,Creature — Beast,2015-03-27,0.01,5.0,['W'],common
11393,Sandstorm Crasher,Creature — Minotaur Berserker Wizard,2024-11-15,11.68,4.0,['R'],rare
11394,Sandstorm Eidolon,Creature — Spirit,2006-05-05,0.07,4.0,['R'],common
11395,Sandstorm Salvager,Creature — Human Artificer,2024-04-19,2.65,3.0,['G'],mythic
11396,Sand Strangler,Creature — Beast,2017-07-14,0.06,4.0,['R'],uncommon
11397,Sangromancer,Creature — Vampire Shaman,2021-04-23,0.81,4.0,['B'],rare
11398,Sangrophage,Creature — Zombie,2021-03-19,0.02,2.0,['B'],common
11399,Sanguinary Mage,Creature — Vampire Wizard,2016-04-08,0.04,2.0,['R'],common
11400,Sanguinary Priest,Creature — Astartes Cleric,2022-10-07,0.58,4.0,['B'],uncommon
11401,Sanguine Evangelist,Creature — Vampire Cleric,2023-11-17,0.59,3.0,['W'],rare
11402,Sanguine Glorifier,Creature — Vampire Cleric,2018-01-19,0.07,4.0,['W'],common
11403,Sanguine Guard,Creature — Phyrexian Zombie Knight,2010-03-19,0.32,3.0,['B'],uncommon
11404,Sanguine Praetor,Creature — Avatar Praetor,2006-02-03,0.25,8.0,['B'],rare
11405,Sanguine Savior,Creature — Vampire Cleric,2024-02-09,0.04,3.0,"['B', 'W']",common
11406,Sanguine Sipper,Creature — Vampire Guest,2022-10-07,0.02,2.0,['W'],common
11407,Sanguine Spy,Creature — Vampire Rogue,2022-04-29,0.15,3.0,['B'],rare
11408,Sanguine Syphoner,Creature — Vampire Warlock,2024-11-15,0.22,2.0,['B'],common
11409,Sanitarium Skeleton,Creature — Skeleton,2020-11-20,0.11,1.0,['B'],common
11410,Sanitation Automaton,Artifact Creature — Construct,2024-02-09,0.02,2.0,[],common
11411,Sanity Gnawers,Creature — Rat,2009-04-30,0.12,3.0,"['B', 'R']",uncommon
11412,"Sanwell, Avenger Ace",Legendary Creature — Human Pilot,2022-11-18,0.10,2.0,['W'],rare
11413,Sapling of Colfenor,Legendary Creature — Treefolk Shaman,2021-04-23,0.30,5.0,"['B', 'G']",rare
11414,Sapphire Dragon // Psionic Pulse,Creature — Dragon // Instant — Adventure,2022-06-10,0.14,7.0,['U'],uncommon
11415,Sapphire Drake,Creature — Drake,2013-02-01,0.10,6.0,['U'],uncommon
11416,Sapphire Leech,Creature — Leech,2000-10-02,0.27,2.0,['U'],rare
11417,Saprazzan Bailiff,Creature — Merfolk,1999-10-04,0.39,5.0,['U'],rare
11418,Saprazzan Breaker,Creature — Beast,1999-10-04,0.12,5.0,['U'],uncommon
11419,Saprazzan Heir,Creature — Merfolk,1999-10-04,1.09,2.0,['U'],rare
11420,Saprazzan Legate,Creature — Merfolk Soldier,1999-10-04,0.31,4.0,['U'],uncommon
11421,Saprazzan Outrigger,Creature — Merfolk,1999-10-04,0.09,4.0,['U'],common
11422,Saprazzan Raider,Creature — Merfolk,1999-10-04,0.07,3.0,['U'],common
11423,"Saradoc, Master of Buckland",Legendary Creature — Halfling Citizen,2023-06-23,0.21,4.0,['W'],rare
11424,Sarah Jane Smith,Legendary Creature — Human Detective,2023-10-13,,2.0,['W'],rare
11425,Sarcatog,Creature — Atog,2001-10-01,0.21,3.0,"['B', 'R']",uncommon
11426,Sarcomite Myr,Artifact Creature — Phyrexian Myr,2021-03-19,0.08,3.0,['U'],common
11427,Sardian Avenger,Creature — Goblin Warrior,2022-11-18,1.73,2.0,['R'],rare
11428,Sardian Cliffstomper,Creature — Minotaur Barbarian,2022-11-18,0.06,2.0,['R'],uncommon
11429,"Sarevok, Deathbringer",Legendary Creature — Human Knight,2022-06-10,0.04,4.0,['B'],uncommon
11430,Sarinth Greatwurm,Creature — Wurm,2022-11-18,0.27,6.0,"['G', 'R']",mythic
11431,Sarinth Steelseeker,Creature — Human Artificer Scout,2022-11-18,0.17,2.0,['G'],uncommon
11432,"Sarkhan, Soul Aflame",Legendary Creature — Human Shaman,2023-05-12,2.99,3.0,"['R', 'U']",mythic
11433,Sarkhan's Whelp,Creature — Dragon,2018-07-13,0.26,3.0,['R'],uncommon
11434,Sarpadian Simulacrum,Artifact Creature — Goblin,2024-06-14,0.02,1.0,['R'],common
11435,"Sarulf, Realm Eater",Legendary Creature — Wolf,2021-02-05,0.20,3.0,"['B', 'G']",rare
11436,Sarulf's Packmate,Creature — Wolf,2021-02-05,0.03,4.0,['G'],common
11437,Saruli Caretaker,Creature — Dryad,2019-01-25,0.13,1.0,['G'],common
11438,Saruli Gatekeepers,Creature — Elf Warrior,2013-05-03,0.06,4.0,['G'],common
11439,Saruman of Many Colors,Legendary Creature — Avatar Wizard,2023-06-23,0.49,6.0,"['B', 'U', 'W']",mythic
11440,Saruman the White,Legendary Creature — Avatar Wizard,2023-06-23,0.04,5.0,['U'],uncommon
11441,"Saruman, the White Hand",Legendary Creature — Avatar Wizard,2023-06-23,0.56,4.0,"['B', 'R', 'U']",mythic
11442,"Saryth, the Viper's Fang",Legendary Creature — Human Warlock,2024-02-09,0.42,4.0,['G'],rare
11443,"Sasaya, Orochi Ascendant // Sasaya's Essence",Legendary Creature — Snake Monk // Legendary Enchantment,2005-06-03,2.21,3.0,['G'],rare
11444,Saskia the Unyielding,Legendary Creature — Human Soldier,2016-11-11,,4.0,"['B', 'G', 'R', 'W']",mythic
11445,"Satoru, the Infiltrator",Legendary Creature — Human Ninja Rogue,2024-04-19,2.40,2.0,"['B', 'U']",rare
11446,Satoru Umezawa,Legendary Creature — Human Ninja,2022-02-18,0.26,3.0,"['B', 'U']",rare
11447,"Satsuki, the Living Lore",Legendary Creature — Human Druid,2022-02-18,0.20,2.0,"['G', 'W']",rare
11448,"Satya, Aetherflux Genius",Legendary Creature — Human Artificer,2024-06-14,0.20,4.0,"['R', 'U', 'W']",mythic
11449,Satyr Enchanter,Creature — Satyr Druid,2023-08-04,0.49,3.0,"['G', 'W']",uncommon
11450,Satyr Firedancer,Enchantment Creature — Satyr,2014-02-07,0.37,2.0,['R'],rare
11451,Satyr Grovedancer,Creature — Satyr Shaman,2014-05-02,0.06,2.0,['G'],common
11452,Satyr Hedonist,Creature — Satyr,2013-09-27,0.06,2.0,"['G', 'R']",common
11453,Satyr Hoplite,Creature — Satyr Soldier,2014-05-02,0.06,1.0,['R'],common
11454,Satyr Nyx-Smith,Creature — Satyr Shaman,2014-02-07,0.03,3.0,['R'],uncommon
11455,Satyr Piper,Creature — Satyr Rogue,2013-09-27,0.05,3.0,['G'],uncommon
11456,Satyr Rambler,Creature — Satyr,2013-09-27,0.04,2.0,['R'],common
11457,Satyr Wayfinder,Creature — Satyr,2024-04-19,0.10,2.0,['G'],common
11458,Saurian Symbiote,Creature — Fungus Dinosaur,2024-11-15,0.93,4.0,['G'],common
11459,Sauroform Hybrid,Creature — Human Lizard Warrior,2024-02-23,0.07,2.0,['G'],common
11460,"Sauron, Lord of the Rings",Legendary Creature — Avatar Horror,2023-06-23,0.38,8.0,"['B', 'R', 'U']",mythic
11461,"Sauron, the Dark Lord",Legendary Creature — Avatar Horror,2023-06-23,9.29,6.0,"['B', 'R', 'U']",mythic
11462,"Sauron, the Lidless Eye",Legendary Creature — Avatar Horror,2023-06-23,,5.0,"['B', 'R']",mythic
11463,"Sauron, the Necromancer",Legendary Creature — Avatar Horror,2023-06-23,0.25,5.0,['B'],rare
